67,,,,,ETHIOPIAN PHARMACEUTICAL SUPPLY SERVICE COMPREHENSIVE PHARMACEUTICAL PROCUREMENT CONTRACT MANAGEMENT FOLLOW UP SHEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Contract Administration Team,,,,,,,,,,,,Bank and Insurance Team,,,,,Shipment Follow Up and Port Clearance Team,,,,,,,,,Current PG Status,,,Remark
S.N,Recevied date from TMD,Tender reference number,PO No,Supplier,Country of Origin,Local A.,Discription of the product,Unit,Qauntity,Unit Price,Total Price,Total PO Amount,Currency,Budget Source,PG Expiry Date,File Transferred to (BI) Date,BI Officer,LC Opening status,LC Opened Date,LC Expiry Date,Number of Days After LC Opened,Shipment Officer,Shipment Status,Current LC Status,Bill/Shipped date,Supply Status,Port Arrival Date,Date of Clearance to WH,Port Dwell Time,Order Closure,Remaining Days for PG Expiry,Status,Status Date,
808,9/8/2023,ICB/EPSA6/RDF-R/PH/13/22,7553,SCOTT EDIL PHARMACIA LTD,India,Kare Pharmaceuticals PLC,Phenobarbitone (Phenobarbital) - 100mg - Tablet,100x10,"11,532",13.73,"158,334.360","158,334.36",USD,RDF,,,Yordanos,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
809,10/8/2023,ICB/EPSA6/RDF-R/PH/13/22,7555/4500004106,SCOTT EDIL PHARMACIA LTD,India,Kare Pharmaceuticals PLC,Phenytoin (Diphenhydantoin) Sodium - 250mg in Vial - Powder for injection,Each,"3,494",2.99,"10,447.060","10,447.06",USD,RDF,,,Mahider,Opened,6/17/2025,9/14/2025,401,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
810,10/8/2023,ICB/EPSA6/RDF-R/PH/13/22,7587,SCOTT EDIL PHARMACIA LTD,India,Kare Pharmaceuticals PLC,Vitamin B1 + Vitamin B6 + Vitamin B12 - (100mg + 200mg + 1000mcg) - Tablet,10x10,"16,858",2.43,"40,964.940","43,340.94",USD,RDF,,,Yordanos,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
,,,,,,,Calcium Carbonate - 500mg - Tablet,10x10,"1,440",1.65,"2,376.000",,,,,,,,,,,,,,,,,,,,,,,
812,8/4/2023,"ICB/FW/EPSA6/GF-HAPCO/
NFMIII/ARV/OI/03/22",7671,MYLAN Laboratories Ltd,India,ZE-EL Tradineg PLC,Lamivudine (3TC) + Dolutegravir (DTG) + Tenofovir (TDF) - (300mg +50mg+300mg) of 30 tablet - Tablet,Pack,"250,937",3.58,"898,354.460","1,329,062.89",USD,Global Fund,,,Mulugeta,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
,,,,,,,Lamivudine + Tenofovir - (300mg + 300mg) - Tablet,30,"158,933",2.71,"430,708.430",,,,,,,,,,,,,,,,,,,,,,,
814,12/8/2023,ICB/FW/EPSA6/GF-HAPCO/NFMIII/ARV/OI/PH/03/22,7669,laurus labs limited,India,AMBA Pharmaceuticals plc,Lamivudine (3TC) + Dolutegravir (DTG) + Tenofovir (TDF) - (300mg +50mg+300mg) of 30 tablet - Tablet,Pack,"150,562",3.58,"539,011.960","539,011.96",USD,Global Fund,,,Mulugeta,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
815,12/8/2023,ICB/FW/EPSA6/GF-HAPCO/NFMIII/ARV/OI/PH/03/22,7670,MYLAN Laboratories Ltd.,India,ZE-EL Trading plc,Darunavir (DRV) - 600mg - Tablet,60,"2,403",41,"98,523.000","98,53.00",USD,Global Fund,,,Mulugeta,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
816,12/8/2023,ICB/FW/EPSA6/GF-HAPCO/NFMIII/ARV/OI/PH/03/22,7645,MILAN LABORATORIES (INDIA) PVT.LTD,India,ATMA IMPEX,Sulphamethoxazole + Trimethoprim - (800 mg + 160 mg) - Tablet,100x10,"12,415",20,"248,300.000","248,300.00",USD,Global Fund,,,Mulugeta,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
817,12/8/2023,ICB/EPSA6/SDG-MOH/MD/Maxillo/03/23,7634,Greens Surgical Pvt Ltds,India,Greens Surgical PVT.LTD,Dental instruments,Each,100,13.91,"1,391.000","253,210.50",USD,MOH,,,Mulugeta,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
853,12/8/2023,ICB/FW/EPSA6/GF-HAPCO/NFMIII/OI/PH/03/22,7668,Micro Labs Limited,India,Micro Pharma plc,Efavirenze - 600mg - Tablet,30,"36,169",2.395,"86,624.760","147,351.53",USD,Global Fund,,,Mulugeta,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
,,,,,,,Lamivudine - 150mg - Tablet,60,"35,933",1.69,"60,726.770",,,,,,,,,,,,,,,,,,,,,,,
855,12/8/2023,ICB/FW/EPSA6/GF-HAPCO/NFMIII/ARV/OI/PH/03/22,7643,Leben,India,DAT International Trading plc,Sulphamethoxazole + Trimethoprim - (200mg + 40mg)/5ml - Suspension,100ml,"123,730",0.28,"34,644.400","200,184.40",USD,Global Fund,,,,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
,,,,,,,Sulphamethoxazole + Trimethoprim - (800 mg + 160 mg) - Tablet,100x10,"8,277",20,"165,540.000",,,,,,,,,,,,,,,,,,,,,,,
857,12/8/2023,ICB/EPSA6/RDF-R/PH/09/22,7604,Akriti Pharmaceuticals Pvt. Ltd,India ,ZAF Pharmaceutical Plc,Ceftriaxone - 1gm with 10ml diluents - Injection,Vial,"2,000,000",0.195,"390,000.000","390,000.00",USD,RDF,,,Dejene,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
858,28/08/2023,EPSA6/RT2/FW/GF-HAPCO/HIV RTK/LR/01/22,7611,Intec Products Inc,China,Mallab,"HIV Rapid Test Kit - First Assay, One Step Anti-HIV(1&2 )
 Test Kit -",40tests,"147,546",12.8,"1,888,588.800","1,888,588.80",USD,Global Fund,,,Mulugeta,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
859,12/8/2023,EPSA6/RT2/FW/GF-HAPCO/HIV RTK/LR/01/22,7614,Trinity Biotech Manufacturing Limited,Ireland,Mediab,"HIV Rapid Test Kit - Third Assay, Uni-Gold Test Kit -",20tests,"8,331",30,"249,930.000","249,930.00",USD,Global Fund,,,Mulugeta,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
860,12/8/2023,ICB/EPSA6/RDF-Routine/MD/10/22,"7602/4500000804
","Qingdao Haier Biomedical Co., Ltd",China,H&D Trading Plc,"Refrigerator - Medical, 390L.",Each,3,971,"2,913.000","2,913.00",USD,RDF,,,Abdulfetah,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
861,12/8/2023,ICB/Framwork/pfsa6/rdf-r/ph/01/19,7298,Intas Pharmaceutical Ltd.,India ,Gopani Brothers,Filgrastim - 300mcg/0.5ml in 0.5ml PFS - Injection,PFS,"21,500",13,"279,500.000","279,500.00",USD,RDF,,,Yordanos,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
862,14/08/2023,ICB/EPSA6/RDF-R/PH/10/21,7657,Novartis Pharma Services AG,Switzerland,Novartis Pharma Services AG Ethiopia Re,Pilocarpine HCL - 0.04 - Eye Drop,15ml,"10,197",3.98,"40,584.060","40,584.06",USD,RDF,,,Dejene,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
